Wk,Time,Winner,Pts,Loser,Pts.1,winners,losers,home_rank,away_rank,home_team_code,away_team_code,home_results,win_rank,lose_rank,dates,day_code
8,7:30 PM,East Carolina,47,Memphis,45,East Carolina,Memphis,99,99,29,106,0,99,99,2022-10-15,5
8,6:00 PM,Florida Atlantic,17,Rice,14,Florida Atlantic,Rice,99,99,32,155,0,99,99,2022-10-15,5
8,10:45 PM,Fresno State,17,San Jose State,10,Fresno State,San Jose State,99,99,35,163,0,99,99,2022-10-15,5
8,3:30 PM,(1) Georgia,55,Vanderbilt,0,Georgia,Vanderbilt,1,99,36,206,0,1,99,2022-10-15,5
8,4:00 PM,Georgia Southern,45,(25) James Madison,38,Georgia Southern,James Madison,99,25,37,86,0,99,25,2022-10-15,5
8,11:59 PM,Hawaii,31,Nevada,16,Hawaii,Nevada,99,99,40,122,0,99,99,2022-10-15,5
8,12:00 PM,(24) Illinois,26,Minnesota,14,Illinois,Minnesota,24,99,42,113,0,24,99,2022-10-15,5
8,7:30 PM,(22) Kentucky,27,(16) Mississippi State,17,Kentucky,Mississippi State,22,16,50,115,0,22,16,2022-10-15,5
8,3:30 PM,Liberty,21,Gardner-Webb,20,Liberty,Gardner-Webb,99,99,51,65,0,99,99,2022-10-15,5
8,7:00 PM,Louisiana State,45,Florida,35,Louisiana State,Florida,99,99,31,97,1,99,99,2022-10-15,5
8,3:30 PM,Maryland,38,Indiana,33,Maryland,Indiana,99,99,43,103,1,99,99,2022-10-15,5
8,12:30 PM,Miami (FL),20,Virginia Tech,14,Miami (FL),Virginia Tech,99,99,123,108,1,99,99,2022-10-15,5
8,12:00 PM,(5) Michigan,41,(10) Penn State,17,Michigan,Penn State,5,10,63,150,0,5,10,2022-10-15,5
8,4:00 PM,Michigan State,34,Wisconsin,28,Michigan State,Wisconsin,99,99,64,222,0,99,99,2022-10-15,5
8,12:00 PM,(9) Mississippi,48,Auburn,34,Mississippi,Auburn,9,99,67,16,0,9,99,2022-10-15,5
8,8:00 PM,New Mexico State,21,New Mexico,9,New Mexico State,New Mexico,99,99,76,125,0,99,99,2022-10-15,5
8,8:00 PM,North Carolina,38,Duke,35,North Carolina,Duke,99,99,28,130,1,99,99,2022-10-15,5
8,4:00 PM,North Texas,47,Louisiana Tech,27,North Texas,Louisiana Tech,99,99,79,98,0,99,99,2022-10-15,5
8,3:30 PM,Northern Illinois,39,Eastern Michigan,10,Northern Illinois,Eastern Michigan,99,99,30,138,1,99,99,2022-10-15,5
8,3:30 PM,Ohio,33,Western Michigan,14,Ohio,Western Michigan,99,99,129,143,1,99,99,2022-10-15,5
8,12:00 PM,Oklahoma,52,(19) Kansas,42,Oklahoma,Kansas,99,19,85,87,0,99,19,2022-10-15,5
8,12:00 PM,Old Dominion,49,Coastal Carolina,21,Old Dominion,Coastal Carolina,99,99,24,147,1,99,99,2022-10-15,5
8,9:00 PM,Oregon State,24,Washington State,10,Oregon State,Washington State,99,99,89,214,0,99,99,2022-10-15,5
8,7:30 PM,Purdue,43,Nebraska,37,Purdue,Nebraska,99,99,92,121,0,99,99,2022-10-15,5
8,8:00 PM,South Alabama,41,Louisiana-Monroe,34,South Alabama,Louisiana-Monroe,99,99,97,99,0,99,99,2022-10-15,5
8,7:00 PM,Southern Mississippi,20,Arkansas State,19,Southern Mississippi,Arkansas State,99,99,102,13,0,99,99,2022-10-15,5
8,7:30 PM,Stanford,16,Notre Dame,14,Stanford,Notre Dame,99,99,82,179,1,99,99,2022-10-15,5
8,3:30 PM,(18) Syracuse,24,(15) North Carolina State,9,Syracuse,North Carolina State,18,15,104,132,0,18,15,2022-10-15,5
8,3:30 PM,(6) Tennessee,52,(3) Alabama,49,Tennessee,Alabama,6,3,106,3,0,6,3,2022-10-15,5
8,12:00 PM,(22) Texas,24,Iowa State,21,Texas,Iowa State,22,99,107,84,0,22,99,2022-10-15,5
8,3:30 PM,(13) Texas Christian,43,(8) Oklahoma State,40,Texas Christian,Oklahoma State,13,8,109,146,0,13,8,2022-10-15,5
8,3:30 PM,Toledo,52,Kent State,31,Toledo,Kent State,99,99,114,90,0,99,99,2022-10-15,5
8,3:30 PM,Troy,17,Texas State,14,Troy,Texas State,99,99,115,193,0,99,99,2022-10-15,5
8,4:00 PM,Tulane,45,South Florida,31,Tulane,South Florida,99,99,99,200,1,99,99,2022-10-15,5
8,8:00 PM,(20) Utah,43,(7) Southern California,42,Utah,Southern California,20,7,119,173,0,20,7,2022-10-15,5
8,7:00 PM,Utah State,17,Colorado State,13,Utah State,Colorado State,99,99,26,204,1,99,99,2022-10-15,5
8,5:30 PM,Washington,49,Arizona,39,Washington,Arizona,99,99,125,10,0,99,99,2022-10-15,5
8,3:30 PM,Western Kentucky,35,Middle Tennessee State,17,Western Kentucky,Middle Tennessee State,99,99,65,219,1,99,99,2022-10-15,5
9,7:30 PM,Appalachian State,42,Georgia State,17,Appalachian State,Georgia State,99,99,4,68,0,99,99,2022-10-19,2
9,7:30 PM,Troy,10,South Alabama,6,Troy,South Alabama,99,99,97,199,1,99,99,2022-10-20,3
9,7:30 PM,Virginia,16,Georgia Tech,9,Virginia,Georgia Tech,99,99,39,208,1,99,99,2022-10-20,3
9,7:30 PM,Tulsa,27,Temple,16,Tulsa,Temple,99,99,105,201,1,99,99,2022-10-21,4
9,8:00 PM,Western Kentucky,20,Alabama-Birmingham,17,Western Kentucky,Alabama-Birmingham,99,99,128,6,0,99,99,2022-10-21,4
9,7:00 PM,(6) Alabama,30,(24) Mississippi State,6,Alabama,Mississippi State,6,24,2,115,0,6,24,2022-10-22,5
9,12:00 PM,Army,48,Louisiana-Monroe,24,Army,Louisiana-Monroe,99,99,9,99,0,99,99,2022-10-22,5
9,12:00 PM,Baylor,35,Kansas,23,Baylor,Kansas,99,99,12,87,0,99,99,2022-10-22,5
9,7:00 PM,Boise State,19,Air Force,14,Boise State,Air Force,99,99,0,21,1,99,99,2022-10-22,5
9,1:00 PM,Bowling Green,34,Central Michigan,18,Bowling Green,Central Michigan,99,99,20,23,1,99,99,2022-10-22,5
9,1:00 PM,Buffalo,34,Toledo,27,Buffalo,Toledo,99,99,17,197,0,99,99,2022-10-22,5
9,12:00 PM,(21) Cincinnati,29,Southern Methodist,27,Cincinnati,Southern Methodist,99,21,101,39,1,21,99,2022-10-22,5
9,12:00 PM,(5) Clemson,27,(14) Syracuse,21,Clemson,Syracuse,5,14,23,182,0,5,14,2022-10-22,5
9,4:00 PM,Colorado State,17,Hawaii,13,Colorado State,Hawaii,99,99,26,71,0,99,99,2022-10-22,5
9,12:30 PM,Duke,45,Miami (FL),21,Duke,Miami (FL),99,99,61,48,1,99,99,2022-10-22,5
9,7:30 PM,East Carolina,34,Central Florida,13,East Carolina,Central Florida,99,99,29,34,0,99,99,2022-10-22,5
9,2:00 PM,Eastern Michigan,20,Ball State,16,Eastern Michigan,Ball State,99,99,11,54,1,99,99,2022-10-22,5
9,3:30 PM,Florida International,34,Charlotte,15,Florida International,Charlotte,99,99,21,60,1,99,99,2022-10-22,5
9,6:30 PM,Fresno State,41,New Mexico,9,Fresno State,New Mexico,99,99,75,63,1,99,99,2022-10-22,5
9,3:30 PM,Georgia Southern,28,Old Dominion,23,Georgia Southern,Old Dominion,99,99,87,67,1,99,99,2022-10-22,5
9,12:00 PM,Houston,38,Navy,20,Houston,Navy,99,99,70,73,1,99,99,2022-10-22,5
9,12:00 PM,Kent State,33,Akron,27,Kent State,Akron,99,99,49,2,0,99,99,2022-10-22,5
9,3:30 PM,Liberty,41,Brigham Young,14,Liberty,Brigham Young,99,99,51,24,0,99,99,2022-10-22,5
9,5:00 PM,Louisiana,38,Arkansas State,18,Louisiana,Arkansas State,99,99,52,13,0,99,99,2022-10-22,5
9,3:30 PM,Louisiana State,45,(7) Mississippi,20,Louisiana State,Mississippi,99,7,53,114,0,99,7,2022-10-22,5
9,8:00 PM,Louisville,24,Pittsburgh,10,Louisville,Pittsburgh,99,99,56,151,0,99,99,2022-10-22,5
9,3:30 PM,Marshall,26,James Madison,12,Marshall,James Madison,99,99,46,102,1,99,99,2022-10-22,5
9,3:30 PM,Maryland,31,Northwestern,24,Maryland,Northwestern,99,99,58,140,0,99,99,2022-10-22,5
9,4:00 PM,Missouri,17,Vanderbilt,14,Missouri,Vanderbilt,99,99,69,206,0,99,99,2022-10-22,5
9,2:30 PM,Notre Dame,44,Nevada-Las Vegas,21,Notre Dame,Nevada-Las Vegas,99,99,82,123,0,99,99,2022-10-22,5
9,2:00 PM,Ohio,24,Northern Illinois,17,Ohio,Northern Illinois,99,99,83,138,0,99,99,2022-10-22,5
9,12:00 PM,(2) Ohio State,54,Iowa,10,Ohio State,Iowa,2,99,84,83,0,2,99,2022-10-22,5
9,3:30 PM,(11) Oklahoma State,41,(20) Texas,34,Oklahoma State,Texas,11,20,86,189,0,11,20,2022-10-22,5
9,3:30 PM,(10) Oregon,45,(9) UCLA,30,Oregon,UCLA,10,9,88,202,0,10,9,2022-10-22,5
9,8:00 PM,Oregon State,42,Colorado,9,Oregon State,Colorado,99,99,89,44,0,99,99,2022-10-22,5
9,7:30 PM,(16) Penn State,45,Minnesota,17,Penn State,Minnesota,16,99,90,113,0,16,99,2022-10-22,5
9,3:00 PM,Rice,42,Louisiana Tech,41,Rice,Louisiana Tech,99,99,54,155,1,99,99,2022-10-22,5
9,12:00 PM,Rutgers,24,Indiana,17,Rutgers,Indiana,99,99,94,81,0,99,99,2022-10-22,5
9,10:30 PM,San Diego State,23,Nevada,7,San Diego State,Nevada,99,99,73,162,1,99,99,2022-10-22,5
9,6:00 PM,San Jose State,0,New Mexico State,0,San Jose State,New Mexico State,99,99,76,163,1,99,99,2022-10-22,5
9,7:30 PM,South Carolina,30,Texas A&M,24,South Carolina,Texas A&M,99,99,98,190,0,99,99,2022-10-22,5
9,5:00 PM,Southern Mississippi,20,Texas State,14,Southern Mississippi,Texas State,99,99,110,176,1,99,99,2022-10-22,5
9,4:00 PM,Stanford,15,Arizona State,14,Stanford,Arizona State,99,99,103,11,0,99,99,2022-10-22,5
9,12:00 PM,(3) Tennessee,65,Tennessee-Martin,24,Tennessee,Tennessee-Martin,3,99,106,188,0,3,99,2022-10-22,5
9,8:00 PM,(8) Texas Christian,38,(17) Kansas State,28,Texas Christian,Kansas State,8,17,109,88,0,8,17,2022-10-22,5
9,3:00 PM,Texas Tech,48,West Virginia,10,Texas Tech,West Virginia,99,99,111,216,0,99,99,2022-10-22,5
9,4:00 PM,Texas-El Paso,24,Florida Atlantic,21,Texas-El Paso,Florida Atlantic,99,99,112,59,0,99,99,2022-10-22,5
9,3:30 PM,Texas-San Antonio,31,North Texas,27,Texas-San Antonio,North Texas,99,99,113,135,0,99,99,2022-10-22,5
9,3:30 PM,(25) Tulane,38,Memphis,28,Tulane,Memphis,25,99,116,106,0,25,99,2022-10-22,5
9,3:30 PM,(13) Wake Forest,43,Boston College,15,Wake Forest,Boston College,13,99,124,22,0,13,99,2022-10-22,5
9,10:30 PM,Washington,28,California,21,Washington,California,99,99,18,213,1,99,99,2022-10-22,5
9,3:30 PM,Western Michigan,16,Miami (OH),10,Western Michigan,Miami (OH),99,99,62,220,1,99,99,2022-10-22,5
9,3:30 PM,Wisconsin,35,Purdue,24,Wisconsin,Purdue,99,99,130,153,0,99,99,2022-10-22,5
9,9:45 PM,Wyoming,28,Utah State,14,Wyoming,Utah State,99,99,131,204,0,99,99,2022-10-22,5
10,7:30 PM,(24) North Carolina State,22,Virginia Tech,21,North Carolina State,Virginia Tech,24,99,78,210,0,24,99,2022-10-27,3
10,7:30 PM,Southern Mississippi,39,Louisiana,24,Southern Mississippi,Louisiana,99,99,102,96,0,99,99,2022-10-27,3
10,10:00 PM,(14) Utah,21,Washington State,17,Utah,Washington State,99,14,126,203,1,14,99,2022-10-27,3
10,8:00 PM,East Carolina,27,Brigham Young,24,East Carolina,Brigham Young,99,99,16,50,1,99,99,2022-10-28,4
10,8:00 PM,Florida International,42,Louisiana Tech,34,Florida International,Louisiana Tech,99,99,33,98,0,99,99,2022-10-28,4
10,3:30 PM,Appalachian State,42,Robert Morris,3,Appalachian State,Robert Morris,99,99,4,157,0,99,99,2022-10-29,5
10,7:30 PM,Arizona State,42,Colorado,34,Arizona State,Colorado,99,99,25,11,1,99,99,2022-10-29,5
10,12:00 PM,Arkansas,41,Auburn,27,Arkansas,Auburn,99,99,10,12,1,99,99,2022-10-29,5
10,7:30 PM,Baylor,45,Texas Tech,17,Baylor,Texas Tech,99,99,111,19,1,99,99,2022-10-29,5
10,7:00 PM,Boise State,49,Colorado State,10,Boise State,Colorado State,99,99,13,45,0,99,99,2022-10-29,5
10,3:30 PM,Central Florida,25,(20) Cincinnati,21,Central Florida,Cincinnati,99,20,19,39,0,99,20,2022-10-29,5
10,2:00 PM,Charlotte,56,Rice,23,Charlotte,Rice,99,99,93,37,1,99,99,2022-10-29,5
10,7:00 PM,Coastal Carolina,24,Marshall,13,Coastal Carolina,Marshall,99,99,57,42,1,99,99,2022-10-29,5
10,12:00 PM,Connecticut,13,Boston College,3,Connecticut,Boston College,99,99,27,22,0,99,99,2022-10-29,5
10,7:00 PM,Florida Atlantic,24,Alabama-Birmingham,17,Florida Atlantic,Alabama-Birmingham,99,99,32,6,0,99,99,2022-10-29,5
10,12:00 PM,Florida State,41,Georgia Tech,16,Florida State,Georgia Tech,99,99,34,69,0,99,99,2022-10-29,5
10,10:30 PM,Fresno State,32,San Diego State,28,Fresno State,San Diego State,99,99,35,162,0,99,99,2022-10-29,5
10,3:30 PM,(1) Georgia,42,Florida,20,Georgia,Florida,99,99,72,226,3,1,99,2022-10-29,5
10,3:00 PM,Georgia State,31,Old Dominion,17,Georgia State,Old Dominion,99,99,38,147,0,99,99,2022-10-29,5
10,12:00 PM,Houston,42,South Florida,27,Houston,South Florida,99,99,41,169,0,99,99,2022-10-29,5
10,3:30 PM,(17) Illinois,26,Nebraska,9,Illinois,Nebraska,99,17,71,78,1,17,99,2022-10-29,5
10,3:30 PM,Iowa,33,Northwestern,13,Iowa,Northwestern,99,99,44,140,0,99,99,2022-10-29,5
10,3:30 PM,(22) Kansas State,48,(9) Oklahoma State,0,Kansas State,Oklahoma State,22,9,48,146,0,22,9,2022-10-29,5
10,3:30 PM,Louisville,48,(10) Wake Forest,21,Louisville,Wake Forest,99,10,56,212,0,99,10,2022-10-29,5
10,12:30 PM,Miami (FL),14,Virginia,12,Miami (FL),Virginia,99,99,122,108,1,99,99,2022-10-29,5
10,12:00 PM,Miami (OH),27,Akron,9,Miami (OH),Akron,99,99,1,109,1,99,99,2022-10-29,5
10,7:30 PM,(4) Michigan,29,Michigan State,7,Michigan,Michigan State,4,99,63,111,0,4,99,2022-10-29,5
10,9:00 PM,Middle Tennessee State,24,Texas-El Paso,13,Middle Tennessee State,Texas-El Paso,99,99,112,112,1,99,99,2022-10-29,5
10,2:30 PM,Minnesota,31,Rutgers,0,Minnesota,Rutgers,99,99,66,158,0,99,99,2022-10-29,5
10,7:30 PM,(15) Mississippi,31,Texas A&M,28,Mississippi,Texas A&M,99,15,108,114,1,15,99,2022-10-29,5
10,4:00 PM,Missouri,23,(25) South Carolina,10,Missouri,South Carolina,25,99,98,116,1,99,25,2022-10-29,5
10,3:30 PM,Navy,27,Temple,20,Navy,Temple,99,99,70,184,0,99,99,2022-10-29,5
10,3:30 PM,New Mexico State,23,Massachusetts,13,New Mexico State,Massachusetts,99,99,59,126,1,99,99,2022-10-29,5
10,8:00 PM,(21) North Carolina,42,Pittsburgh,24,North Carolina,Pittsburgh,21,99,77,151,0,21,99,2022-10-29,5
10,3:30 PM,North Texas,40,Western Kentucky,13,North Texas,Western Kentucky,99,99,128,135,1,99,99,2022-10-29,5
10,12:00 PM,Notre Dame,41,(16) Syracuse,24,Notre Dame,Syracuse,16,99,104,142,1,99,16,2022-10-29,5
10,12:00 PM,(2) Ohio State,44,(13) Penn State,31,Ohio State,Penn State,13,2,90,144,1,2,13,2022-10-29,5
10,12:00 PM,Oklahoma,27,Iowa State,13,Oklahoma,Iowa State,99,99,45,145,1,99,99,2022-10-29,5
10,3:30 PM,(8) Oregon,42,California,24,Oregon,California,99,8,18,148,1,8,99,2022-10-29,5
10,10:30 PM,San Jose State,35,Nevada,28,San Jose State,Nevada,99,99,96,122,0,99,99,2022-10-29,5
10,4:00 PM,South Alabama,31,Arkansas State,3,South Alabama,Arkansas State,99,99,8,164,1,99,99,2022-10-29,5
10,6:00 PM,(10) Southern California,45,Arizona,37,Southern California,Arizona,99,10,5,173,1,10,99,2022-10-29,5
10,3:30 PM,Southern Methodist,45,Tulsa,34,Southern Methodist,Tulsa,99,99,117,175,1,99,99,2022-10-29,5
10,7:00 PM,(3) Tennessee,44,(19) Kentucky,6,Tennessee,Kentucky,3,19,106,91,0,3,19,2022-10-29,5
10,12:00 PM,(7) Texas Christian,41,West Virginia,31,Texas Christian,West Virginia,99,7,127,191,1,7,99,2022-10-29,5
10,12:00 PM,Toledo,27,Eastern Michigan,24,Toledo,Eastern Michigan,99,99,30,197,1,99,99,2022-10-29,5
10,10:30 PM,(12) UCLA,38,Stanford,13,UCLA,Stanford,12,99,118,179,0,12,99,2022-10-29,5
10,12:00 AM,Wyoming,27,Hawaii,20,Wyoming,Hawaii,99,99,40,224,1,99,99,2022-10-30,6
11,7:00 PM,Ball State,27,Kent State,20,Ball State,Kent State,99,99,49,18,1,99,99,2022-11-01,1
11,7:30 PM,Ohio,45,Buffalo,24,Ohio,Buffalo,99,99,83,27,0,99,99,2022-11-01,1
11,7:00 PM,Bowling Green,13,Western Michigan,9,Bowling Green,Western Michigan,99,99,15,220,0,99,99,2022-11-02,2
11,7:00 PM,Central Michigan,35,Northern Illinois,22,Central Michigan,Northern Illinois,99,99,80,35,1,99,99,2022-11-02,2
11,7:30 PM,Coastal Carolina,35,Appalachian State,28,Coastal Carolina,Appalachian State,99,99,24,9,0,99,99,2022-11-03,3
11,7:00 PM,Rice,37,Texas-El Paso,30,Rice,Texas-El Paso,99,99,93,195,0,99,99,2022-11-03,3
11,7:00 PM,Connecticut,27,Massachusetts,10,Connecticut,Massachusetts,99,99,27,104,0,99,99,2022-11-04,4
11,7:00 PM,Duke,38,Boston College,31,Duke,Boston College,99,99,14,48,1,99,99,2022-11-04,4
11,10:30 PM,Washington,24,(24) Oregon State,21,Washington,Oregon State,99,24,125,149,0,99,24,2022-11-04,4
11,11:30 AM,Air Force,13,Army,7,Air Force,Army,99,99,72,226,3,99,99,2022-11-05,5
11,3:00 PM,Baylor,38,Oklahoma,35,Baylor,Oklahoma,99,99,85,19,1,99,99,2022-11-05,5
11,7:00 PM,Brigham Young,31,Boise State,28,Brigham Young,Boise State,99,99,13,24,1,99,99,2022-11-05,5
11,3:30 PM,(25) Central Florida,35,Memphis,28,Central Florida,Memphis,99,25,60,34,1,25,99,2022-11-05,5
11,4:00 PM,Cincinnati,20,Navy,10,Cincinnati,Navy,99,99,22,120,0,99,99,2022-11-05,5
11,12:00 PM,Florida,41,Texas A&M,24,Florida,Texas A&M,99,99,108,57,1,99,99,2022-11-05,5
11,7:30 PM,Florida State,45,Miami (FL),3,Florida State,Miami (FL),99,99,61,61,1,99,99,2022-11-05,5
11,10:30 PM,Fresno State,55,Hawaii,13,Fresno State,Hawaii,99,99,35,71,0,99,99,2022-11-05,5
11,3:30 PM,(1) Georgia,27,(2) Tennessee,13,Georgia,Tennessee,1,2,36,185,0,1,2,2022-11-05,5
11,3:00 PM,Georgia State,42,Southern Mississippi,14,Georgia State,Southern Mississippi,99,99,102,68,1,99,99,2022-11-05,5
11,12:30 PM,Georgia Tech,28,Virginia Tech,27,Georgia Tech,Virginia Tech,99,99,123,69,1,99,99,2022-11-05,5
11,12:00 PM,Iowa,24,Purdue,3,Iowa,Purdue,99,99,92,83,1,99,99,2022-11-05,5
11,3:30 PM,Iowa State,31,West Virginia,14,Iowa State,West Virginia,99,99,45,216,0,99,99,2022-11-05,5
11,3:30 PM,Kansas,37,(18) Oklahoma State,16,Kansas,Oklahoma State,99,18,47,146,0,99,18,2022-11-05,5
11,12:00 PM,Kentucky,21,Missouri,17,Kentucky,Missouri,99,99,69,91,1,99,99,2022-11-05,5
11,4:00 PM,(23) Liberty,21,Arkansas,19,Liberty,Arkansas,99,23,7,94,1,23,99,2022-11-05,5
11,7:00 PM,(15) Louisiana State,32,(6) Alabama,31,Louisiana State,Alabama,15,6,53,3,0,15,6,2022-11-05,5
11,3:00 PM,Louisiana Tech,40,Middle Tennessee State,24,Louisiana Tech,Middle Tennessee State,99,99,54,112,0,99,99,2022-11-05,5
11,5:00 PM,Louisiana-Monroe,31,Texas State,30,Louisiana-Monroe,Texas State,99,99,55,193,0,99,99,2022-11-05,5
11,7:30 PM,Louisville,34,James Madison,10,Louisville,James Madison,99,99,56,86,0,99,99,2022-11-05,5
11,2:00 PM,Marshall,12,Old Dominion,0,Marshall,Old Dominion,99,99,87,102,1,99,99,2022-11-05,5
11,7:30 PM,(4) Michigan,52,Rutgers,17,Michigan,Rutgers,99,4,94,110,1,4,99,2022-11-05,5
11,3:30 PM,Michigan State,23,(14) Illinois,15,Michigan State,Illinois,14,99,42,111,1,99,14,2022-11-05,5
11,12:00 PM,Minnesota,20,Nebraska,13,Minnesota,Nebraska,99,99,71,113,1,99,99,2022-11-05,5
11,7:30 PM,Mississippi State,39,Auburn,33,Mississippi State,Auburn,99,99,68,16,0,99,99,2022-11-05,5
11,12:00 PM,(17) North Carolina,31,Virginia,28,North Carolina,Virginia,99,17,122,130,1,17,99,2022-11-05,5
11,8:00 PM,(21) North Carolina State,30,(20) Wake Forest,21,North Carolina State,Wake Forest,21,20,78,212,0,21,20,2022-11-05,5
11,4:00 PM,North Texas,52,Florida International,14,North Texas,Florida International,99,99,79,60,0,99,99,2022-11-05,5
11,7:30 PM,Notre Dame,35,(5) Clemson,14,Notre Dame,Clemson,99,5,82,41,0,99,5,2022-11-05,5
11,12:00 PM,(2) Ohio State,21,Northwestern,7,Ohio State,Northwestern,99,2,81,144,1,2,99,2022-11-05,5
11,3:30 PM,(8) Oregon,49,Colorado,10,Oregon,Colorado,99,8,25,148,1,8,99,2022-11-05,5
11,3:30 PM,(16) Penn State,45,Indiana,14,Penn State,Indiana,99,16,43,150,1,16,99,2022-11-05,5
11,3:30 PM,Pittsburgh,19,(22) Syracuse,9,Pittsburgh,Syracuse,99,22,91,182,0,99,22,2022-11-05,5
11,7:00 PM,San Diego State,14,Nevada-Las Vegas,10,San Diego State,Nevada-Las Vegas,99,99,95,123,0,99,99,2022-11-05,5
11,10:30 PM,San Jose State,28,Colorado State,16,San Jose State,Colorado State,99,99,96,45,0,99,99,2022-11-05,5
11,4:00 PM,South Alabama,38,Georgia Southern,31,South Alabama,Georgia Southern,99,99,37,164,1,99,99,2022-11-05,5
11,7:30 PM,South Carolina,38,Vanderbilt,27,South Carolina,Vanderbilt,99,99,121,165,1,99,99,2022-11-05,5
11,10:30 PM,(9) Southern California,41,California,35,Southern California,California,9,99,100,29,0,9,99,2022-11-05,5
11,7:00 PM,Southern Methodist,77,Houston,63,Southern Methodist,Houston,99,99,101,73,0,99,99,2022-11-05,5
11,2:00 PM,Temple,54,South Florida,28,Temple,South Florida,99,99,105,169,0,99,99,2022-11-05,5
11,7:00 PM,Texas,34,(13) Kansas State,27,Texas,Kansas State,13,99,48,189,1,99,13,2022-11-05,5
11,12:00 PM,(7) Texas Christian,34,Texas Tech,24,Texas Christian,Texas Tech,7,99,109,194,0,7,99,2022-11-05,5
11,3:30 PM,Texas-San Antonio,44,Alabama-Birmingham,38,Texas-San Antonio,Alabama-Birmingham,99,99,3,196,1,99,99,2022-11-05,5
11,5:00 PM,Troy,23,Louisiana,17,Troy,Louisiana,99,99,52,199,1,99,99,2022-11-05,5
11,12:00 PM,(19) Tulane,27,Tulsa,13,Tulane,Tulsa,99,19,117,200,1,19,99,2022-11-05,5
11,9:30 PM,(10) UCLA,50,Arizona State,36,UCLA,Arizona State,99,10,6,202,1,10,99,2022-11-05,5
11,7:30 PM,(12) Utah,45,Arizona,20,Utah,Arizona,12,99,119,10,0,12,99,2022-11-05,5
11,3:30 PM,Utah State,27,New Mexico,10,Utah State,New Mexico,99,99,120,125,0,99,99,2022-11-05,5
11,3:30 PM,Washington State,52,Stanford,14,Washington State,Stanford,99,99,103,214,1,99,99,2022-11-05,5
11,12:00 PM,Western Kentucky,59,Charlotte,7,Western Kentucky,Charlotte,99,99,21,219,1,99,99,2022-11-05,5
11,12:00 PM,Wisconsin,23,Maryland,10,Wisconsin,Maryland,99,99,130,103,0,99,99,2022-11-05,5
12,7:00 PM,Eastern Michigan,34,Akron,28,Eastern Michigan,Akron,99,99,1,54,1,99,99,2022-11-08,1
12,7:30 PM,Ohio,37,Miami (OH),21,Ohio,Miami (OH),99,99,62,143,1,99,99,2022-11-08,1
12,8:00 PM,Toledo,28,Ball State,21,Toledo,Ball State,99,99,114,18,0,99,99,2022-11-08,1
12,7:00 PM,Central Michigan,31,Buffalo,27,Central Michigan,Buffalo,99,99,20,27,0,99,99,2022-11-09,2
12,7:00 PM,Kent State,40,Bowling Green,6,Kent State,Bowling Green,99,99,15,90,1,99,99,2022-11-09,2
12,7:00 PM,Northern Illinois,24,Western Michigan,21,Northern Illinois,Western Michigan,99,99,129,138,1,99,99,2022-11-09,2
12,7:30 PM,Louisiana,36,Georgia Southern,17,Louisiana,Georgia Southern,99,99,52,67,0,99,99,2022-11-10,3
12,7:30 PM,Memphis,26,Tulsa,10,Memphis,Tulsa,99,99,60,201,0,99,99,2022-11-10,3
12,8:00 PM,Cincinnati,27,East Carolina,25,Cincinnati,East Carolina,99,99,22,50,0,99,99,2022-11-11,4
12,10:30 PM,Fresno State,37,Nevada-Las Vegas,30,Fresno State,Nevada-Las Vegas,99,99,74,63,1,99,99,2022-11-11,4
12,9:30 PM,(8) Southern California,53,Colorado,19,Southern California,Colorado,8,99,100,44,0,8,99,2022-11-11,4
12,3:30 PM,Air Force,35,New Mexico,3,Air Force,New Mexico,99,99,0,125,0,99,99,2022-11-12,5
12,3:30 PM,(10) Alabama,30,(11) Mississippi,24,Alabama,Mississippi,11,10,67,3,1,10,11,2022-11-12,5
12,3:30 PM,Alabama-Birmingham,41,North Texas,21,Alabama-Birmingham,North Texas,99,99,3,135,0,99,99,2022-11-12,5
12,10:30 PM,Arizona,34,(9) UCLA,28,Arizona,UCLA,9,99,118,10,1,99,9,2022-11-12,5
12,3:00 PM,Arkansas State,35,Massachusetts,33,Arkansas State,Massachusetts,99,99,8,104,0,99,99,2022-11-12,5
12,7:30 PM,Auburn,13,Texas A&M,10,Auburn,Texas A&M,99,99,10,190,0,99,99,2022-11-12,5
12,10:30 PM,Boise State,41,Nevada,3,Boise State,Nevada,99,99,73,21,1,99,99,2022-11-12,5
12,3:30 PM,Boston College,21,(17) North Carolina State,20,Boston College,North Carolina State,17,99,78,22,1,99,17,2022-11-12,5
12,3:30 PM,(22) Central Florida,38,(16) Tulane,31,Central Florida,Tulane,16,22,116,34,1,22,16,2022-11-12,5
12,3:30 PM,(12) Clemson,31,Louisville,16,Clemson,Louisville,12,99,23,100,0,12,99,2022-11-12,5
12,7:30 PM,Coastal Carolina,26,Southern Mississippi,23,Coastal Carolina,Southern Mississippi,99,99,24,176,0,99,99,2022-11-12,5
12,12:00 PM,Connecticut,36,(19) Liberty,33,Connecticut,Liberty,99,19,27,94,0,99,19,2022-11-12,5
12,12:00 PM,Duke,24,Virginia Tech,7,Duke,Virginia Tech,99,99,28,210,0,99,99,2022-11-12,5
12,4:00 PM,Florida,38,South Carolina,6,Florida,South Carolina,99,99,31,165,0,99,99,2022-11-12,5
